Napló azon.	Időpont	Óra	Mérés	Szakasz	Mérés sorozat megnevezése	Szonda	Páratartalom [%]	Hőmérséklet [°C]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
102543	2018.09.14. 19:47:36	19	4	4/30	Diab.virg/3	V330	50	22,24	0	3741	33	19	8	7	3	4	3741	33	19	8	7	4	3	0	3815	171,2	0
102439	2018.09.14. 19:39:59	19	6	6/24	Diab.virg/5	V344	65	22,83	0	1714	2535	6	2	3	2	3	2535	1714	6	3	3	2	2	0	4265	9,5	1
102438	2018.09.14. 19:30:32	19	6	6/24	Diab.virg/5	V344	65	23,04	2	41	2525	72	2	4	3	1	2525	72	41	4	3	2	2	1	2650	9	1
102437	2018.09.14. 19:21:30	19	6	6/24	Diab.virg/5	V344	65	23,58	1	0	0	1698	2917	1221	25	0	2917	1698	1221	25	1	0	0	0	5862	11,5	1
102436	2018.09.14. 19:09:59	19	6	6/24	Diab.virg/5	V344	65	24,05	2	2	3	622	2730	1466	1	2	2730	1466	622	3	2	2	2	1	4828	24,6	1
102303	2018.09.14. 19:01:35	19	5	5/25	Diab.virg/4	V310	65	24,38	1	1	280	2154	0	1	1	1	2154	280	1	1	1	1	1	0	2439	97,3	1
102417	2018.09.14. 18:45:24	18	6	6/24	Diab.virg/5	V344	65	25,15	1	71	463	961	337	671	104	10	961	671	463	337	104	71	10	1	2618	6,5	0
102416	2018.09.14. 18:38:54	18	6	6/24	Diab.virg/5	V344	65	25,3	0	1	17	2897	1086	2	1	1	2897	1086	17	2	1	1	1	0	4005	35	1
102415	2018.09.14. 18:03:53	18	6	6/24	Diab.virg/5	V344	65	26,55	4	5	5	6	12	539	2637	1297	2637	1297	539	12	6	5	5	4	4505	1,9	0
102414	2018.09.14. 18:01:57	18	6	6/24	Diab.virg/5	V344	65	26,64	0	0	2	33	2644	2922	472	0	2922	2644	472	33	2	0	0	0	6073	14,5	0
102413	2018.09.14. 17:47:27	17	6	6/24	Diab.virg/5	V344	65	26,75	13	17	13	1945	1	5	4	4	1945	17	13	13	5	4	4	1	2002	11,3	1
102412	2018.09.14. 17:36:07	17	6	6/24	Diab.virg/5	V344	65	26,94	0	0	441	2947	296	0	0	0	2947	441	296	0	0	0	0	0	3684	27,1	1
102302	2018.09.14. 17:24:15	17	5	5/25	Diab.virg/4	V310	65	28,52	0	0	2802	0	0	0	5	7	2802	7	5	0	0	0	0	0	2814	80,2	1
102411	2018.09.14. 17:09:01	17	6	6/24	Diab.virg/5	V344	65	27,07	7	6	11	10	12	368	1679	174	1679	368	174	12	11	10	7	6	2267	27	1
102542	2018.09.14. 16:56:26	16	4	4/30	Diab.virg/3	V330	50	28,62	0	0	0	0	0	1498	2657	77	2657	1498	77	0	0	0	0	0	4232	104,8	1
102410	2018.09.14. 16:42:01	16	6	6/24	Diab.virg/5	V344	65	27,34	0	0	2439	2927	0	1	0	1	2927	2439	1	1	0	0	0	0	5368	84,5	1
102301	2018.09.14. 16:04:04	16	5	5/25	Diab.virg/4	V310	65	30,54	28	90	102	102	56	2583	977	176	2583	977	176	102	102	90	56	28	4114	109,9	0
102401	2018.09.14. 15:17:32	15	6	6/24	Diab.virg/5	V344	65	29,87	4	2	7	4	0	3068	287	0	3068	287	7	4	4	2	0	0	3372	48,7	1
102541	2018.09.14. 15:11:37	15	4	4/30	Diab.virg/3	V330	50	35,16	0	0	0	0	2502	1583	0	15	2502	1583	15	0	0	0	0	0	4100	60,4	1
102400	2018.09.14. 14:28:49	14	6	6/24	Diab.virg/5	V344	65	30,46	0	0	0	984	3123	872	0	0	3123	984	872	0	0	0	0	0	4979	7,9	0
102399	2018.09.14. 14:20:56	14	6	6/24	Diab.virg/5	V344	65	30,53	1	3048	1331	0	0	0	0	0	3048	1331	1	0	0	0	0	0	4380	12,8	1
102300	2018.09.14. 14:14:09	14	5	5/25	Diab.virg/4	V310	65	34,02	0	0	1731	61	0	0	0	1	1731	61	1	0	0	0	0	0	1793	33,3	1
102540	2018.09.14. 14:11:14	14	4	4/30	Diab.virg/3	V330	50	38,24	2	0	1	0	1449	0	0	0	1449	2	1	0	0	0	0	0	1452	80,2	1
102398	2018.09.14. 14:08:06	14	6	6/24	Diab.virg/5	V344	65	30,6	26	518	3109	227	3	6	8	11	3109	518	227	26	11	8	6	3	3908	11,9	1
102397	2018.09.14. 13:56:12	13	6	6/24	Diab.virg/5	V344	64	30,7	1625	3097	790	0	2	2	7	7	3097	1625	790	7	7	2	2	0	5530	4,7	0
102396	2018.09.14. 13:51:33	13	6	6/24	Diab.virg/5	V344	64	30,97	14	18	3130	3453	357	57	58	35	3453	3130	357	58	57	35	18	14	7122	13,3	0
102299	2018.09.14. 13:40:54	13	5	5/25	Diab.virg/4	V310	66	32,27	0	0	1902	304	0	0	0	0	1902	304	0	0	0	0	0	0	2206	1168,1	1
102395	2018.09.14. 13:38:15	13	6	6/24	Diab.virg/5	V344	63	32,06	0	0	0	0	745	2774	0	0	2774	745	0	0	0	0	0	0	3519	5,4	1
102394	2018.09.14. 13:32:51	13	6	6/24	Diab.virg/5	V344	63	32,27	0	0	1928	2480	0	0	0	0	2480	1928	0	0	0	0	0	0	4408	1,7	1
102370	2018.09.14. 13:31:11	13	6	6/24	Diab.virg/5	V344	63	32,27	0	0	1	286	2974	862	23	1	2974	862	286	23	1	1	0	0	4147	2	1
102369	2018.09.14. 13:29:11	13	6	6/24	Diab.virg/5	V344	63	32,19	0	0	0	29	2817	476	0	0	2817	476	29	0	0	0	0	0	3322	1,6	1
102368	2018.09.14. 13:27:37	13	6	6/24	Diab.virg/5	V344	63	32,19	797	1428	1196	252	11	10	17	11	1428	1196	797	252	17	11	11	10	3722	1,4	0
102367	2018.09.14. 13:26:12	13	6	6/24	Diab.virg/5	V344	63	32,21	0	0	0	744	2873	2172	342	1	2873	2172	744	342	1	0	0	0	6132	18,6	0
102366	2018.09.14. 13:07:35	13	6	6/24	Diab.virg/5	V344	63	32,31	0	13	1992	2480	64	0	0	0	2480	1992	64	13	0	0	0	0	4549	14,2	1
102365	2018.09.14. 12:53:22	12	6	6/24	Diab.virg/5	V344	64	32	0	0	0	0	2380	15	0	0	2380	15	0	0	0	0	0	0	2395	7,8	1
102539	2018.09.14. 12:51:03	12	4	4/30	Diab.virg/3	V330	50	37,32	0	0	38	2554	76	0	0	0	2554	76	38	0	0	0	0	0	2668	41,4	1
102364	2018.09.14. 12:45:35	12	6	6/24	Diab.virg/5	V344	64	32,18	0	0	867	2948	952	5	1	0	2948	952	867	5	1	0	0	0	4773	28,6	1
102363	2018.09.14. 12:17:00	12	6	6/24	Diab.virg/5	V344	63	32,55	0	0	0	180	2929	1069	0	0	2929	1069	180	0	0	0	0	0	4178	41,1	1
102538	2018.09.14. 12:09:38	12	4	4/30	Diab.virg/3	V330	50	38,33	0	0	0	0	0	0	2019	2024	2024	2019	0	0	0	0	0	0	4043	1,5	1
102537	2018.09.14. 12:08:09	12	4	4/29	Diab.virg/3	V330	50	38,53	7	0	4	2557	10	12	0	0	2557	12	10	7	4	0	0	0	2590	120,3	0
102340	2018.09.14. 11:35:53	11	6	6/23	Diab.virg/5	V344	65	30,1	5	717	3214	1501	0	1	0	0	3214	1501	717	5	1	0	0	0	5438	23,2	1
102339	2018.09.14. 11:12:42	11	6	6/23	Diab.virg/5	V344	66	29,54	0	0	0	1239	4659	133	0	0	4659	1239	133	0	0	0	0	0	6031	12,4	1
102338	2018.09.14. 11:00:18	11	6	6/23	Diab.virg/5	V344	66	29,19	0	0	0	20	4102	3103	0	0	4102	3103	20	0	0	0	0	0	7225	4,3	1
102337	2018.09.14. 10:56:03	10	6	6/23	Diab.virg/5	V344	66	29,04	49	131	775	2639	1450	299	223	114	2639	1450	775	299	223	131	114	49	5680	58,8	0
102536	2018.09.14. 10:07:49	10	4	4/29	Diab.virg/3	V330	52	34,1	82	333	632	1823	649	391	93	16	1823	649	632	391	333	93	82	16	4019	39	0
102336	2018.09.14. 09:57:17	9	6	6/23	Diab.virg/5	V344	66	26,16	0	0	0	290	2509	0	0	0	2509	290	0	0	0	0	0	0	2799	47,8	1
102535	2018.09.14. 09:28:49	9	4	4/29	Diab.virg/3	V330	53	31,28	0	0	0	0	0	250	1985	12	1985	250	12	0	0	0	0	0	2247	132,1	1
102335	2018.09.14. 09:09:29	9	6	6/23	Diab.virg/5	V344	66	22,89	0	0	0	1	0	1785	3174	0	3174	1785	1	0	0	0	0	0	4960	46,9	1
102334	2018.09.14. 08:22:37	8	6	6/23	Diab.virg/5	V344	67	18,93	156	3097	3333	1158	43	24	13	5	3333	3097	1158	156	43	24	13	5	7829	728,3	0
102534	2018.09.14. 07:16:42	7	4	4/29	Diab.virg/3	V330	54	15,19	0	0	29	2841	2271	52	56	10	2841	2271	56	52	29	10	0	0	5259	340	1
102097	2018.09.14. 01:36:42	1	4	4/29	Diab.virg/3	V330	52	13,29	4	509	2687	1	4	4	6	3	2687	509	6	4	4	4	3	1	3218	491,3	1
102031	2018.09.13. 20:14:22	20	6	6/23	Diab.virg/5	V344	66	18,8	3	5	2	2	1763	2742	13	0	2742	1763	13	5	3	2	2	0	4530	85,5	1
102030	2018.09.13. 18:48:53	18	6	6/23	Diab.virg/5	V344	65	24,53	0	0	0	4458	4268	0	0	0	4458	4268	0	0	0	0	0	0	8726	2,9	1
102029	2018.09.13. 18:46:01	18	6	6/23	Diab.virg/5	V344	65	24,86	0	0	950	2595	0	0	1	2	2595	950	2	1	0	0	0	0	3548	48	1
102007	2018.09.13. 18:12:47	18	5	5/24	Diab.virg/4	V310	67	32,36	0	0	2469	0	3	8	6	1	2469	8	6	3	1	0	0	0	2487	520,1	0
102028	2018.09.13. 17:57:59	17	6	6/23	Diab.virg/5	V344	65	27,83	0	120	2373	16	0	1	1	2	2373	120	16	2	1	1	0	0	2513	8,3	1
102027	2018.09.13. 17:49:44	17	6	6/23	Diab.virg/5	V344	65	28,04	0	0	1890	2848	313	0	0	0	2848	1890	313	0	0	0	0	0	5051	14,9	1
102026	2018.09.13. 17:34:47	17	6	6/23	Diab.virg/5	V344	65	28,16	0	28	1368	2813	789	0	1	0	2813	1368	789	28	1	0	0	0	4999	38,6	1
102096	2018.09.13. 17:25:25	17	4	4/29	Diab.virg/3	V330	50	29,18	1	0	0	556	1744	314	50	25	1744	556	314	50	25	1	0	0	2690	79	1
102025	2018.09.13. 16:56:10	16	6	6/23	Diab.virg/5	V344	65	28,87	0	0	2689	3249	224	7	4	1	3249	2689	224	7	4	1	0	0	6174	15,7	1
102024	2018.09.13. 16:40:26	16	6	6/23	Diab.virg/5	V344	65	29,09	0	0	0	1745	3027	314	0	0	3027	1745	314	0	0	0	0	0	5086	30,7	1
102023	2018.09.13. 16:09:43	16	6	6/23	Diab.virg/5	V344	65	29,31	0	0	2356	2569	91	9	8	1	2569	2356	91	9	8	1	0	0	5034	11,8	1
102095	2018.09.13. 16:06:25	16	4	4/29	Diab.virg/3	V330	50	31,63	3	2	73	0	428	379	155	33	428	379	155	73	33	3	2	0	1073	1,1	0
102094	2018.09.13. 16:05:20	16	4	4/29	Diab.virg/3	V330	50	31,63	4	2	87	1213	411	7	2	5	1213	411	87	7	5	4	2	2	1731	1	0
102093	2018.09.13. 16:04:19	16	4	4/29	Diab.virg/3	V330	50	31,64	2	9	15	5	21	1050	0	2	1050	21	15	9	5	2	2	0	1104	1	0
102092	2018.09.13. 16:03:18	16	4	4/29	Diab.virg/3	V330	50	31,64	0	801	17	5	17	17	16	9	801	17	17	17	16	9	5	0	882	10,9	0
102022	2018.09.13. 15:57:56	15	6	6/23	Diab.virg/5	V344	65	29,42	0	0	0	0	753	4398	418	0	4398	753	418	0	0	0	0	0	5569	11,5	1
102091	2018.09.13. 15:52:27	15	4	4/29	Diab.virg/3	V330	50	31,97	22	101	0	0	852	235	18	0	852	235	101	22	18	0	0	0	1228	1,7	0
102090	2018.09.13. 15:50:43	15	4	4/29	Diab.virg/3	V330	50	31,97	4	4	1	898	6	5	3	0	898	6	5	4	4	3	1	0	921	1,2	0
102089	2018.09.13. 15:49:33	15	4	4/29	Diab.virg/3	V330	50	31,97	0	627	749	57	384	141	0	168	749	627	384	168	141	57	0	0	2126	1,1	0
102088	2018.09.13. 15:48:26	15	4	4/29	Diab.virg/3	V330	50	32,29	2	10	0	0	180	0	804	0	804	180	10	2	0	0	0	0	996	11,9	0
102021	2018.09.13. 15:46:28	15	6	6/23	Diab.virg/5	V344	65	29,49	0	0	0	3924	1474	0	0	0	3924	1474	0	0	0	0	0	0	5398	17,3	1
102087	2018.09.13. 15:36:31	15	4	4/29	Diab.virg/3	V330	50	32,46	26	287	1987	3122	2645	632	133	52	3122	2645	1987	632	287	133	52	26	8884	5,5	0
102086	2018.09.13. 15:31:00	15	4	4/29	Diab.virg/3	V330	50	32,36	3	0	0	0	3814	1920	0	0	3814	1920	3	0	0	0	0	0	5737	38,7	1
102020	2018.09.13. 15:29:11	15	6	6/23	Diab.virg/5	V344	65	29,3	0	0	0	0	1968	2322	10	0	2322	1968	10	0	0	0	0	0	4300	84,5	1
102085	2018.09.13. 14:52:18	14	4	4/29	Diab.virg/3	V330	51	32,18	4	4	78	48	852	627	0	0	852	627	78	48	4	4	0	0	1613	1,2	1
102084	2018.09.13. 14:51:07	14	4	4/29	Diab.virg/3	V330	51	32,18	262	0	0	92	464	282	1207	0	1207	464	282	262	92	0	0	0	2307	19,3	0
102083	2018.09.13. 14:31:51	14	4	4/29	Diab.virg/3	V330	51	32,61	4	331	1394	0	0	10	30	18	1394	331	30	18	10	4	0	0	1787	6,4	1
102082	2018.09.13. 14:25:28	14	4	4/29	Diab.virg/3	V330	51	32,6	396	208	363	249	74	115	57	66	396	363	249	208	115	74	66	57	1528	2,6	0
102081	2018.09.13. 14:22:53	14	4	4/29	Diab.virg/3	V330	51	32,56	4	7	0	1033	32	2	1	1	1033	32	7	4	2	1	1	0	1080	1,1	1
102080	2018.09.13. 14:21:46	14	4	4/29	Diab.virg/3	V330	51	32,56	0	1245	106	0	32	9	0	162	1245	162	106	32	9	0	0	0	1554	1,4	0
102079	2018.09.13. 14:20:20	14	4	4/29	Diab.virg/3	V330	51	32,61	34	0	1298	0	0	580	0	0	1298	580	34	0	0	0	0	0	1912	1,6	0
102078	2018.09.13. 14:18:46	14	4	4/29	Diab.virg/3	V330	51	32,61	0	1218	162	0	0	34	0	46	1218	162	46	34	0	0	0	0	1460	40,6	0
102019	2018.09.13. 14:04:42	14	6	6/23	Diab.virg/5	V344	64	29,56	0	0	0	1382	2776	195	0	0	2776	1382	195	0	0	0	0	0	4353	41,7	1
102077	2018.09.13. 13:38:11	13	4	4/29	Diab.virg/3	V330	51	30,94	0	0	0	3373	3454	240	113	29	3454	3373	240	113	29	0	0	0	7209	183	1
102018	2018.09.13. 13:22:59	13	6	6/23	Diab.virg/5	V344	65	28,96	0	0	346	2788	0	1	2	3	2788	346	3	2	1	0	0	0	3140	11,8	1
102017	2018.09.13. 13:11:09	13	6	6/23	Diab.virg/5	V344	65	28,89	0	0	0	684	2652	2389	391	34	2652	2389	684	391	34	0	0	0	6150	68,9	1
102004	2018.09.13. 12:02:17	12	6	6/23	Diab.virg/5	V344	64	29,64	0	0	0	332	2427	0	0	0	2427	332	0	0	0	0	0	0	2759	9,4	1
102003	2018.09.13. 11:52:54	11	6	6/23	Diab.virg/5	V344	64	29,07	1890	804	0	0	0	2	1	0	1890	804	2	1	0	0	0	0	2697	2,5	1
102002	2018.09.13. 11:50:24	11	6	6/23	Diab.virg/5	V344	65	29,07	0	0	0	2724	26	0	0	0	2724	26	0	0	0	0	0	0	2750	4,4	1
102001	2018.09.13. 11:46:00	11	6	6/23	Diab.virg/5	V344	65	28,86	0	90	2289	3309	815	0	3	0	3309	2289	815	90	3	0	0	0	6506	76,6	0
102076	2018.09.13. 10:35:09	10	4	4/29	Diab.virg/3	V330	52	29,27	22	36	171	315	811	1475	2407	1712	2407	1712	1475	811	315	171	36	22	6949	150,3	0
102000	2018.09.13. 10:29:23	10	6	6/23	Diab.virg/5	V344	65	26,24	413	2816	346	3	1	0	0	0	2816	413	346	3	1	0	0	0	3579	45,9	1
101999	2018.09.13. 09:43:31	9	6	6/23	Diab.virg/5	V344	66	23,89	0	0	4496	0	0	0	2	2	4496	2	2	0	0	0	0	0	4500	5,2	1
101998	2018.09.13. 09:38:22	9	6	6/23	Diab.virg/5	V344	66	23,25	0	0	142	2645	2003	0	0	0	2645	2003	142	0	0	0	0	0	4790	766,5	1
102006	2018.09.13. 09:32:42	9	5	5/24	Diab.virg/4	V310	69	22,67	1695	177	32	19	13	16	13	14	1695	177	32	19	16	14	13	13	1979	10750,5	1
102075	2018.09.13. 08:04:54	8	4	4/29	Diab.virg/3	V330	53	21,39	283	1548	1259	5	0	0	0	0	1548	1259	283	5	0	0	0	0	3095	322,9	1
101579	2018.09.13. 02:42:00	2	4	4/29	Diab.virg/3	V330	52	12,66	0	0	1660	2149	415	3	5	5	2149	1660	415	5	5	3	0	0	4237	611	0
101375	2018.09.12. 20:51:55	20	6	6/23	Diab.virg/5	V344	64	17,38	0	0	4238	2708	3	1	1	2	4238	2708	3	2	1	1	0	0	6953	6,2	1
101374	2018.09.12. 20:45:41	20	6	6/23	Diab.virg/5	V344	64	17,59	3	16	1032	2785	1093	32	3	0	2785	1093	1032	32	16	3	3	0	4964	201,3	1
101349	2018.09.12. 17:24:25	17	6	6/23	Diab.virg/5	V344	64	29,53	0	0	0	0	2449	1982	12	0	2449	1982	12	0	0	0	0	0	4443	20,2	1
101348	2018.09.12. 17:04:16	17	6	6/23	Diab.virg/5	V344	64	29,68	2	5	4	0	1885	5	6	5	1885	6	5	5	5	4	2	0	1912	12	1
101347	2018.09.12. 16:52:15	16	6	6/23	Diab.virg/5	V344	64	29,81	0	0	0	2739	4107	0	0	0	4107	2739	0	0	0	0	0	0	6846	14,3	1
101346	2018.09.12. 16:37:57	16	6	6/23	Diab.virg/5	V344	64	29,87	0	64	1165	3020	1868	114	0	0	3020	1868	1165	114	64	0	0	0	6231	6,7	0
101345	2018.09.12. 16:31:14	16	6	6/23	Diab.virg/5	V344	64	29,92	0	0	175	1473	4362	83	0	0	4362	1473	175	83	0	0	0	0	6093	10,8	1
101578	2018.09.12. 16:30:59	16	4	4/29	Diab.virg/3	V330	50	31,51	0	0	0	0	2570	2178	8	15	2570	2178	15	8	0	0	0	0	4771	83,6	1
101344	2018.09.12. 16:20:24	16	6	6/23	Diab.virg/5	V344	64	29,99	0	658	4448	257	0	1	1	0	4448	658	257	1	1	0	0	0	5365	95,8	1
101577	2018.09.12. 15:07:23	15	4	4/29	Diab.virg/3	V330	50	35,01	0	0	0	0	2328	2994	0	5	2994	2328	5	0	0	0	0	0	5327	76,6	1
101343	2018.09.12. 14:44:39	14	6	6/23	Diab.virg/5	V344	64	31,3	4	0	2911	1614	23	0	0	0	2911	1614	23	4	0	0	0	0	4552	44,2	1
101342	2018.09.12. 14:00:29	14	6	6/23	Diab.virg/5	V344	62	34,21	21	1782	3376	920	1	8	12	23	3376	1782	920	23	21	12	8	1	6143	48,2	1
101576	2018.09.12. 13:50:49	13	4	4/29	Diab.virg/3	V330	50	41,36	10	5	0	0	2376	16	21	1	2376	21	16	10	5	1	0	0	2429	98	1
101309	2018.09.12. 13:12:18	13	6	6/23	Diab.virg/5	V344	59	36,33	0	0	0	706	4344	0	8	0	4344	706	8	0	0	0	0	0	5058	14,4	1
101308	2018.09.12. 12:57:55	12	6	6/23	Diab.virg/5	V344	62	34,09	0	0	0	0	4626	2656	0	0	4626	2656	0	0	0	0	0	0	7282	69,2	1
101575	2018.09.12. 12:12:52	12	4	4/29	Diab.virg/3	V330	51	40,18	2	0	0	0	0	1704	563	0	1704	563	2	0	0	0	0	0	2269	8,7	1
101574	2018.09.12. 12:04:10	12	4	4/29	Diab.virg/3	V330	51	39,31	0	0	0	766	2706	15	30	32	2706	766	32	30	15	0	0	0	3549	11,6	1
101573	2018.09.12. 11:52:34	11	4	4/29	Diab.virg/3	V330	51	39,01	109	607	1212	1682	1252	717	134	28	1682	1252	1212	717	607	134	109	28	5741	9,6	0
101307	2018.09.12. 11:48:44	11	6	6/23	Diab.virg/5	V344	62	31,32	44	15	413	1655	1649	939	69	49	1655	1649	939	413	69	49	44	15	4833	18	0
101572	2018.09.12. 11:43:00	11	4	4/29	Diab.virg/3	V330	51	38,71	9	30	312	618	1446	662	304	44	1446	662	618	312	304	44	30	9	3425	46,8	0
101306	2018.09.12. 11:30:45	11	6	6/23	Diab.virg/5	V344	64	29,73	2	0	0	0	2872	1593	0	0	2872	1593	2	0	0	0	0	0	4467	50,6	1
101571	2018.09.12. 10:56:10	10	4	4/29	Diab.virg/3	V330	52	36,29	0	0	2131	14	8	5	9	10	2131	14	10	9	8	5	0	0	2177	16,8	1
101305	2018.09.12. 10:40:09	10	6	6/23	Diab.virg/5	V344	65	28,06	0	0	0	0	4379	1569	0	0	4379	1569	0	0	0	0	0	0	5948	64,4	1
101570	2018.09.12. 10:39:20	10	4	4/29	Diab.virg/3	V330	52	35,03	1	2	6	0	0	0	1337	0	1337	6	2	1	0	0	0	0	1346	77,6	1
101304	2018.09.12. 09:35:47	9	6	6/23	Diab.virg/5	V344	66	25,06	0	0	0	0	178	1533	1740	0	1740	1533	178	0	0	0	0	0	3451	30,9	1
101569	2018.09.12. 09:21:43	9	4	4/29	Diab.virg/3	V330	54	28,54	3	13	71	128	220	197	519	698	698	519	220	197	128	71	13	3	1849	63	0
101303	2018.09.12. 09:04:54	9	6	6/23	Diab.virg/5	V344	66	22,74	1625	28	56	24	17	7	9	4	1625	56	28	24	17	9	7	4	1770	894,3	1
101568	2018.09.12. 08:18:45	8	4	4/29	Diab.virg/3	V330	54	23,27	131	739	1166	1299	605	219	18	6	1299	1166	739	605	219	131	18	6	4183	176,8	0
101567	2018.09.12. 05:22:00	5	4	4/29	Diab.virg/3	V330	54	11,82	0	107	1570	1446	310	38	5	5	1570	1446	310	107	38	5	5	0	3481	137,1	0
101041	2018.09.12. 03:04:56	3	4	4/29	Diab.virg/3	V330	53	12,79	3	4	5	16	1972	143	1	3	1972	143	16	5	4	3	3	1	2147	606	1
100355	2018.09.11. 18:10:35	18	6	6/22	Diab.virg/5	V344	65	25,21	18	18	445	566	679	509	248	36	679	566	509	445	248	36	18	18	2519	9,1	0
100354	2018.09.11. 18:01:29	18	6	6/22	Diab.virg/5	V344	65	25,49	3	8	19	606	0	0	0	1	606	19	8	3	1	0	0	0	637	294,5	0
101040	2018.09.11. 16:58:59	16	4	4/28	Diab.virg/3	V330	51	30,6	1	0	0	0	552	1725	813	30	1725	813	552	30	1	0	0	0	3121	34,8	1
101039	2018.09.11. 16:24:09	16	4	4/28	Diab.virg/3	V330	51	31,08	1	2	0	0	0	26	2418	1268	2418	1268	26	2	1	0	0	0	3715	16,5	1
101038	2018.09.11. 16:07:40	16	4	4/28	Diab.virg/3	V330	51	31,86	0	0	1208	2525	0	0	1	1	2525	1208	1	1	0	0	0	0	3735	2,7	1
101037	2018.09.11. 16:04:59	16	4	4/28	Diab.virg/3	V330	51	31,86	0	0	0	60	846	2632	572	0	2632	846	572	60	0	0	0	0	4110	1,9	0
101036	2018.09.11. 16:03:06	16	4	4/28	Diab.virg/3	V330	51	32,03	0	0	12	1576	2980	1518	199	18	2980	1576	1518	199	18	12	0	0	6303	32,4	0
101035	2018.09.11. 15:30:42	15	4	4/28	Diab.virg/3	V330	51	32,45	1	6	2	2	22	1444	10	10	1444	22	10	10	6	2	2	1	1497	5,6	0
101034	2018.09.11. 15:25:09	15	4	4/28	Diab.virg/3	V330	52	32,64	1	0	0	0	0	2277	4716	0	4716	2277	1	0	0	0	0	0	6994	10,9	1
101033	2018.09.11. 15:14:17	15	4	4/28	Diab.virg/3	V330	52	33,06	0	133	2545	1082	57	38	3	1	2545	1082	133	57	38	3	1	0	3859	17,5	0
101032	2018.09.11. 14:56:47	14	4	4/28	Diab.virg/3	V330	52	32,9	6	9	4	1	0	1903	27	0	1903	27	9	6	4	1	0	0	1950	33	0
101031	2018.09.11. 14:23:47	14	4	4/28	Diab.virg/3	V330	52	32,68	9	14	14	19	17	18	830	634	830	634	19	18	17	14	14	9	1555	34,2	0
101030	2018.09.11. 13:49:33	13	4	4/28	Diab.virg/3	V330	52	33,77	1	0	0	246	1965	254	28	28	1965	254	246	28	28	1	0	0	2522	91,8	0
100327	2018.09.11. 13:07:02	13	6	6/22	Diab.virg/5	V344	68	26,93	809	878	1353	1177	1638	1656	1890	922	1890	1656	1638	1353	1177	922	878	809	10323	81,4	0
101029	2018.09.11. 12:17:48	12	4	4/28	Diab.virg/3	V330	53	33,51	30	113	316	436	639	2121	1190	353	2121	1190	639	436	353	316	113	30	5198	38,7	0
100326	2018.09.11. 11:45:40	11	6	6/22	Diab.virg/5	V344	69	31,34	17	20	21	23	58	399	1165	1438	1438	1165	399	58	23	21	20	17	3141	5,4	0
100325	2018.09.11. 11:40:14	11	6	6/22	Diab.virg/5	V344	69	30,78	15	15	19	18	60	421	1137	1947	1947	1137	421	60	19	18	15	15	3632	1,9	0
101028	2018.09.11. 11:39:04	11	4	4/28	Diab.virg/3	V330	53	35,35	6	12	99	294	2166	422	116	10	2166	422	294	116	99	12	10	6	3125	50,9	0
100324	2018.09.11. 11:38:22	11	6	6/22	Diab.virg/5	V344	69	30,78	35	31	36	45	155	1089	2168	2510	2510	2168	1089	155	45	36	35	31	6069	4,3	0
100323	2018.09.11. 11:34:03	11	6	6/22	Diab.virg/5	V344	70	29,12	30	37	11	12	58	342	1109	2004	2004	1109	342	58	37	30	12	11	3603	2,2	0
100322	2018.09.11. 11:31:52	11	6	6/22	Diab.virg/5	V344	71	29,12	3	3	1	0	0	11	1374	8	1374	11	8	3	3	1	0	0	1400	1,8	1
100321	2018.09.11. 11:30:02	11	6	6/22	Diab.virg/5	V344	71	28,01	60	50	55	47	72	262	1846	1386	1846	1386	262	72	60	55	50	47	3778	1,6	0
100320	2018.09.11. 11:28:27	11	6	6/22	Diab.virg/5	V344	71	28,01	72	73	79	79	100	407	1665	1848	1848	1665	407	100	79	79	73	72	4323	1,2	0
100301	2018.09.11. 11:27:16	11	6	6/22	Diab.virg/5	V344	71	28,01	0	6	5	0	9	51	625	187	625	187	51	9	6	5	0	0	883	1,1	0
100300	2018.09.11. 11:26:12	11	6	6/22	Diab.virg/5	V344	71	28,01	60	60	64	61	91	343	1502	1449	1502	1449	343	91	64	61	60	60	3630	1,1	0
100299	2018.09.11. 11:25:09	11	6	6/22	Diab.virg/5	V344	71	26,86	36	30	19	26	65	674	2447	2684	2684	2447	674	65	36	30	26	19	5981	5,9	0
100298	2018.09.11. 11:19:17	11	6	6/22	Diab.virg/5	V344	71	26	144	134	159	146	178	749	1985	2146	2146	1985	749	178	159	146	144	134	5641	1,8	0
100297	2018.09.11. 11:17:27	11	6	6/22	Diab.virg/5	V344	71	25,36	114	104	114	113	139	723	1640	2100	2100	1640	723	139	114	114	113	104	5047	10,6	0
100296	2018.09.11. 11:06:49	11	6	6/22	Diab.virg/5	V344	69	24,37	44	45	48	52	74	503	1209	1703	1703	1209	503	74	52	48	45	44	3678	1	0
100295	2018.09.11. 11:05:47	11	6	6/22	Diab.virg/5	V344	69	24,02	21	19	29	28	74	825	2103	2453	2453	2103	825	74	29	28	21	19	5552	1206,6	0
101027	2018.09.11. 10:48:08	10	4	4/28	Diab.virg/3	V330	54	29,56	0	0	0	0	306	2938	0	1	2938	306	1	0	0	0	0	0	3245	27,3	0
